,Unnamed: 0,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,cluster
4249,4249,Attrited Customer,55,M,3,Graduate,Single,$40K - $60K,Silver,45,2,3,1,18128.0,0,18128.0,0.71,2503,49,0.885,0.0,2.0
4251,4251,Existing Customer,38,F,0,Uneducated,Married,Less than $40K,Blue,26,5,1,4,2230.0,0,2230.0,0.896,3766,63,0.909,0.0,2.0
4256,4256,Existing Customer,52,M,2,High School,Single,$120K +,Blue,46,4,2,4,34516.0,0,34516.0,0.775,4037,87,0.706,0.0,2.0
4257,4257,Existing Customer,55,F,3,College,Single,Less than $40K,Blue,43,6,3,4,1844.0,0,1844.0,0.729,4564,82,0.608,0.0,0.0
4258,4258,Existing Customer,48,M,3,College,Divorced,$60K - $80K,Blue,39,4,3,2,13233.0,1106,12127.0,0.882,4288,47,0.621,0.084,1.0
4260,4260,Existing Customer,48,F,2,Uneducated,Married,$40K - $60K,Blue,36,3,3,4,1593.0,0,1593.0,0.718,4004,76,0.652,0.0,0.0
4261,4261,Existing Customer,50,F,1,Graduate,Married,Less than $40K,Blue,41,4,2,3,8589.0,685,7904.0,0.858,3553,63,0.909,0.08,0.0
4262,4262,Attrited Customer,53,F,3,High School,Single,$40K - $60K,Blue,47,1,3,4,1714.0,0,1714.0,0.661,2279,46,0.533,0.0,2.0
4264,4264,Existing Customer,50,F,4,Graduate,Married,Less than $40K,Blue,36,6,2,2,2433.0,1948,485.0,0.752,4668,69,0.643,0.801,0.0
4265,4265,Existing Customer,47,M,4,Uneducated,Married,$80K - $120K,Blue,40,5,2,4,21148.0,1746,19402.0,0.853,3370,69,0.769,0.083,1.0
4267,4267,Attrited Customer,47,F,4,Graduate,Divorced,Less than $40K,Blue,42,1,3,3,5798.0,2517,3281.0,0.58,1860,43,0.433,0.434,2.0
4268,4268,Existing Customer,52,M,3,Uneducated,Single,$80K - $120K,Blue,40,6,3,2,34516.0,1757,32759.0,0.786,4223,81,0.653,0.051,0.0
4270,4270,Attrited Customer,44,F,4,Graduate,Married,Less than $40K,Blue,31,3,3,4,2184.0,0,2184.0,0.671,1973,42,0.556,0.0,2.0
4271,4271,Existing Customer,35,F,1,High School,Single,Less than $40K,Blue,26,3,3,2,2189.0,1833,356.0,0.56,4530,72,0.846,0.837,2.0
4272,4272,Attrited Customer,50,M,2,College,Single,$80K - $120K,Blue,44,5,2,4,3495.0,0,3495.0,0.639,2131,41,0.464,0.0,0.0
4273,4273,Attrited Customer,52,F,3,High School,Married,$40K - $60K,Blue,47,2,2,3,8018.0,134,7884.0,0.717,2409,38,0.31,0.017,0.0
4277,4277,Existing Customer,43,M,2,High School,Single,$80K - $120K,Blue,36,6,2,0,14418.0,0,14418.0,1.043,3880,68,0.7,0.0,0.0
4280,4280,Existing Customer,54,M,1,Uneducated,Single,$120K +,Blue,36,5,1,2,34516.0,0,34516.0,0.452,3918,67,1.094,0.0,0.0
4281,4281,Existing Customer,55,F,0,Graduate,Married,Less than $40K,Blue,40,4,3,4,1513.0,725,788.0,0.791,4042,72,0.714,0.479,2.0
4284,4284,Existing Customer,56,F,3,Post-Graduate,Single,Less than $40K,Blue,42,3,2,2,2490.0,1623,867.0,0.79,2998,60,0.622,0.652,2.0
4285,4285,Existing Customer,49,F,4,Uneducated,Single,Less than $40K,Blue,44,4,2,2,2659.0,0,2659.0,0.84,4546,81,0.884,0.0,0.0
4286,4286,Attrited Customer,53,M,0,High School,Single,$120K +,Silver,44,2,4,4,34516.0,2297,32219.0,0.416,1461,43,0.536,0.067,0.0
4287,4287,Existing Customer,49,M,2,High School,Married,$80K - $120K,Blue,40,4,2,0,13490.0,1672,11818.0,0.799,4205,75,0.415,0.124,0.0
4288,4288,Existing Customer,46,M,1,High School,Single,$40K - $60K,Blue,33,6,4,3,1664.0,798,866.0,0.703,4804,66,0.535,0.48,0.0
4289,4289,Existing Customer,49,M,3,Uneducated,Married,$120K +,Blue,37,6,3,3,7753.0,1643,6110.0,0.798,3367,65,0.806,0.212,0.0
4290,4290,Existing Customer,36,F,3,High School,Single,Less than $40K,Blue,31,4,2,3,2909.0,2085,824.0,1.035,5154,80,0.86,0.717,2.0
4291,4291,Existing Customer,57,M,3,Graduate,Divorced,$80K - $120K,Silver,36,6,3,4,34516.0,1384,33132.0,0.887,4745,69,0.605,0.04,2.0
4293,4293,Existing Customer,52,M,2,Graduate,Single,$80K - $120K,Blue,36,6,2,2,16026.0,1160,14866.0,0.386,4418,59,0.639,0.072,2.0
4294,4294,Existing Customer,45,M,1,Uneducated,Divorced,Less than $40K,Blue,40,4,3,2,2705.0,1334,1371.0,0.886,4501,67,0.675,0.493,0.0
4295,4295,Existing Customer,54,M,3,High School,Married,$120K +,Blue,43,5,3,2,2884.0,1144,1740.0,0.783,4887,90,0.698,0.397,2.0
4296,4296,Existing Customer,49,M,2,High School,Single,$80K - $120K,Blue,37,6,1,4,24299.0,2517,21782.0,0.723,5320,62,0.771,0.104,0.0
4297,4297,Existing Customer,43,M,3,Graduate,Single,$60K - $80K,Blue,34,6,1,2,20755.0,2276,18479.0,0.801,4615,79,0.837,0.11,0.0
4298,4298,Attrited Customer,50,M,3,Uneducated,Married,$60K - $80K,Blue,45,2,2,5,21096.0,0,21096.0,0.637,1882,39,0.345,0.0,0.0
4299,4299,Existing Customer,46,M,3,High School,Divorced,$120K +,Blue,37,5,3,4,6457.0,0,6457.0,0.531,4487,73,0.431,0.0,0.0
4300,4300,Existing Customer,45,F,3,High School,Married,Less than $40K,Blue,40,5,2,3,1603.0,0,1603.0,0.467,4041,66,0.571,0.0,0.0
4303,4303,Existing Customer,33,M,3,Graduate,Single,$60K - $80K,Blue,27,6,2,3,2043.0,1725,318.0,0.686,5212,79,0.646,0.844,2.0
4305,4305,Existing Customer,56,F,2,Graduate,Divorced,Less than $40K,Blue,45,4,2,4,1960.0,1690,270.0,0.63,3870,67,0.558,0.862,0.0
4307,4307,Existing Customer,40,M,2,High School,Divorced,$60K - $80K,Blue,25,6,4,2,2978.0,0,2978.0,0.49,3879,95,0.583,0.0,2.0
4308,4308,Existing Customer,49,F,3,College,Married,Less than $40K,Blue,29,3,3,3,2017.0,1557,460.0,0.738,3875,75,0.974,0.772,0.0
4310,4310,Existing Customer,45,F,2,Doctorate,Single,Less than $40K,Blue,33,6,2,3,5553.0,1117,4436.0,0.914,3744,52,0.793,0.201,1.0
4313,4313,Existing Customer,40,F,3,Graduate,Married,Less than $40K,Blue,27,5,3,3,1438.3,988,450.3,0.556,3561,72,0.5,0.687,0.0
4315,4315,Existing Customer,42,M,4,College,Single,$40K - $60K,Blue,36,3,3,2,2502.0,1488,1014.0,0.56,3763,75,0.875,0.595,2.0
4316,4316,Existing Customer,45,F,3,High School,Single,Less than $40K,Blue,36,3,2,2,2589.0,2052,537.0,0.636,4133,68,0.789,0.793,2.0
4317,4317,Existing Customer,47,F,3,Graduate,Single,Less than $40K,Blue,36,5,1,3,2049.0,1460,589.0,0.599,3514,79,0.646,0.713,0.0
4318,4318,Existing Customer,47,M,4,College,Married,$40K - $60K,Blue,35,6,1,2,3560.0,751,2809.0,1.096,4060,79,0.975,0.211,2.0
4321,4321,Existing Customer,43,M,1,Post-Graduate,Single,$60K - $80K,Blue,38,4,2,3,2387.0,1482,905.0,0.868,3909,67,0.675,0.621,2.0
4322,4322,Existing Customer,48,M,4,Graduate,Married,Less than $40K,Blue,36,4,1,2,2912.0,1501,1411.0,0.825,4518,90,0.875,0.515,2.0
4323,4323,Existing Customer,53,M,2,Uneducated,Single,$60K - $80K,Blue,38,3,2,2,7062.0,1255,5807.0,0.672,3432,68,0.744,0.178,0.0
4324,4324,Existing Customer,56,M,2,Graduate,Married,$80K - $120K,Blue,51,3,3,3,12186.0,1080,11106.0,0.842,4785,66,0.65,0.089,2.0
4325,4325,Attrited Customer,64,M,0,Graduate,Single,Less than $40K,Blue,52,2,3,5,3570.0,2517,1053.0,0.69,3289,47,0.958,0.705,1.0
4330,4330,Existing Customer,50,M,2,Uneducated,Married,$120K +,Blue,36,4,3,4,23911.0,2100,21811.0,0.988,4770,89,0.712,0.088,1.0
4331,4331,Existing Customer,62,M,0,Graduate,Single,$80K - $120K,Blue,56,4,3,3,1438.3,0,1438.3,0.794,3628,74,0.644,0.0,2.0
4333,4333,Existing Customer,41,M,2,Graduate,Single,$60K - $80K,Blue,30,3,1,2,2317.0,1232,1085.0,0.733,3057,71,0.919,0.532,2.0
4335,4335,Attrited Customer,43,M,2,Graduate,Single,$80K - $120K,Blue,30,3,3,3,34516.0,0,34516.0,0.688,2427,51,0.645,0.0,0.0
4337,4337,Existing Customer,48,M,3,High School,Married,$60K - $80K,Blue,39,4,3,2,5448.0,0,5448.0,0.549,3912,72,0.565,0.0,0.0
4338,4338,Existing Customer,64,F,1,Graduate,Single,$40K - $60K,Blue,56,5,2,4,5152.0,948,4204.0,0.953,4074,72,1.057,0.184,2.0
4340,4340,Existing Customer,53,F,2,High School,Married,Less than $40K,Blue,41,5,3,0,2799.0,1303,1496.0,0.763,3971,76,0.551,0.466,2.0
4341,4341,Attrited Customer,38,F,1,Graduate,Married,Less than $40K,Blue,29,3,3,4,1438.3,0,1438.3,0.508,2139,47,0.567,0.0,0.0
4344,4344,Attrited Customer,51,F,2,Post-Graduate,Single,Less than $40K,Blue,36,3,3,3,4281.0,0,4281.0,0.447,1723,44,0.375,0.0,0.0
4347,4347,Existing Customer,52,M,2,High School,Single,$80K - $120K,Blue,44,3,2,4,28186.0,1308,26878.0,0.679,2853,64,0.73,0.046,0.0
4350,4350,Existing Customer,40,F,4,High School,Married,$40K - $60K,Blue,28,4,1,3,11494.0,1160,10334.0,0.463,3353,86,0.593,0.101,0.0
4351,4351,Existing Customer,49,M,2,High School,Married,$80K - $120K,Blue,32,4,1,3,28142.0,762,27380.0,0.982,3676,47,1.35,0.027,2.0
4352,4352,Existing Customer,40,F,4,Post-Graduate,Married,Less than $40K,Blue,36,4,1,3,2316.0,1510,806.0,0.554,3471,63,0.75,0.652,0.0
4353,4353,Existing Customer,43,M,3,College,Single,$40K - $60K,Blue,33,5,2,4,10533.0,1689,8844.0,0.359,3651,69,0.605,0.16,0.0
4354,4354,Existing Customer,48,M,4,Graduate,Married,$80K - $120K,Blue,41,4,2,1,14322.0,0,14322.0,0.602,3993,75,0.531,0.0,0.0
4355,4355,Existing Customer,50,M,3,Graduate,Married,$120K +,Blue,38,5,2,4,34516.0,1662,32854.0,0.504,3806,76,0.9,0.048,0.0
4356,4356,Existing Customer,48,M,4,High School,Married,$80K - $120K,Blue,36,5,1,2,6798.0,2517,4281.0,0.873,4327,79,0.881,0.37,0.0
4358,4358,Attrited Customer,46,M,1,Graduate,Single,$60K - $80K,Blue,37,2,3,4,2445.0,848,1597.0,0.771,2216,39,0.56,0.347,2.0
4359,4359,Existing Customer,51,F,3,Graduate,Single,$40K - $60K,Blue,36,3,3,4,2585.0,1847,738.0,0.627,3480,64,0.6,0.715,0.0
4361,4361,Existing Customer,46,F,3,High School,Married,Less than $40K,Blue,38,4,2,2,1781.0,1315,466.0,0.704,4775,83,0.729,0.738,0.0
4363,4363,Existing Customer,42,F,4,Graduate,Married,Less than $40K,Blue,28,5,2,4,2205.0,1245,960.0,0.925,4921,90,0.8,0.565,2.0
4365,4365,Existing Customer,44,F,2,Uneducated,Single,Less than $40K,Blue,37,5,2,3,2568.0,1875,693.0,0.578,4254,85,0.735,0.73,0.0
4366,4366,Attrited Customer,55,F,1,Uneducated,Single,Less than $40K,Blue,49,3,4,3,3292.0,0,3292.0,0.482,2222,54,0.636,0.0,0.0
4368,4368,Existing Customer,46,M,0,Uneducated,Single,$60K - $80K,Silver,36,6,3,2,30501.0,2030,28471.0,0.56,2525,45,0.5,0.067,0.0
4369,4369,Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,34,5,3,1,5371.0,1499,3872.0,0.737,3282,66,0.65,0.279,1.0
4371,4371,Existing Customer,52,M,3,Graduate,Single,$60K - $80K,Blue,36,4,2,2,9137.0,1729,7408.0,0.974,4626,77,0.75,0.189,0.0
4372,4372,Attrited Customer,45,F,2,Graduate,Married,Less than $40K,Blue,40,6,3,3,5848.0,2517,3331.0,0.561,2000,32,0.28,0.43,0.0
4373,4373,Existing Customer,47,M,2,Graduate,Single,$120K +,Blue,41,3,2,4,10614.0,784,9830.0,0.73,4601,77,0.638,0.074,2.0
4375,4375,Existing Customer,59,F,0,Graduate,Single,$40K - $60K,Blue,48,4,1,2,4205.0,710,3495.0,0.504,2023,38,0.727,0.169,0.0
4376,4376,Existing Customer,46,F,2,Graduate,Single,Less than $40K,Blue,36,6,2,3,2586.0,2196,390.0,0.693,3944,78,0.857,0.849,0.0
4378,4378,Existing Customer,57,M,2,Graduate,Single,$120K +,Silver,51,6,3,4,34516.0,1417,33099.0,0.966,4303,77,0.638,0.041,0.0
4381,4381,Existing Customer,37,M,1,Graduate,Single,$80K - $120K,Blue,24,6,3,4,11309.0,0,11309.0,0.474,4809,71,0.479,0.0,0.0
4382,4382,Attrited Customer,43,M,3,Graduate,Married,$120K +,Blue,31,2,4,1,13883.0,783,13100.0,0.749,1871,32,0.684,0.056,0.0
4384,4384,Existing Customer,55,M,1,Uneducated,Single,$60K - $80K,Silver,46,4,2,4,25991.0,0,25991.0,0.639,2996,62,0.879,0.0,0.0
4385,4385,Existing Customer,52,F,0,Graduate,Single,Less than $40K,Blue,36,5,1,2,2537.0,1097,1440.0,0.874,4964,84,0.909,0.432,2.0
4386,4386,Existing Customer,46,M,4,High School,Single,$40K - $60K,Blue,36,5,2,2,1438.3,794,644.3,0.807,3895,67,0.558,0.552,0.0
4388,4388,Attrited Customer,53,F,1,College,Married,$40K - $60K,Blue,48,2,2,3,3339.0,0,3339.0,0.694,2432,48,0.6,0.0,2.0
4389,4389,Existing Customer,49,M,3,Uneducated,Divorced,$80K - $120K,Blue,37,6,3,3,28390.0,1141,27249.0,0.919,4631,76,0.949,0.04,2.0
4391,4391,Existing Customer,46,M,3,Graduate,Single,$40K - $60K,Blue,36,4,2,3,1438.3,0,1438.3,0.951,4374,71,0.775,0.0,0.0
4393,4393,Attrited Customer,28,F,1,Graduate,Single,Less than $40K,Blue,36,4,2,5,1624.0,0,1624.0,0.299,1897,35,0.25,0.0,0.0
4394,4394,Existing Customer,49,F,3,Uneducated,Married,$40K - $60K,Blue,40,6,2,3,8900.0,1700,7200.0,0.906,4710,70,0.556,0.191,0.0
4396,4396,Existing Customer,42,F,3,High School,Married,Less than $40K,Blue,36,4,3,1,9351.0,1482,7869.0,0.464,5099,60,0.714,0.158,0.0
4397,4397,Existing Customer,43,F,4,Graduate,Married,Less than $40K,Blue,38,4,2,2,2655.0,1650,1005.0,0.701,4025,62,0.59,0.621,0.0
4398,4398,Existing Customer,51,M,2,Post-Graduate,Married,$120K +,Blue,45,5,2,1,3173.0,2517,656.0,0.708,4030,73,0.622,0.793,0.0
4399,4399,Existing Customer,48,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,35,5,2,1,6243.0,1331,4912.0,0.8,3502,57,1.036,0.213,2.0
4401,4401,Existing Customer,40,F,3,Uneducated,Married,Less than $40K,Blue,29,4,1,2,2490.0,2225,265.0,0.566,3339,71,0.543,0.894,0.0
4402,4402,Attrited Customer,51,F,2,Uneducated,Single,Less than $40K,Blue,36,2,3,3,1746.0,1107,639.0,0.539,1907,47,0.621,0.634,0.0
4403,4403,Existing Customer,44,M,2,Graduate,Married,$60K - $80K,Blue,36,3,1,2,4141.0,1424,2717.0,0.574,3512,65,0.477,0.344,0.0
4404,4404,Existing Customer,58,F,2,Uneducated,Divorced,Less than $40K,Silver,46,6,1,4,11684.0,653,11031.0,0.622,4900,61,0.743,0.056,0.0
4405,4405,Existing Customer,47,F,2,Graduate,Single,Less than $40K,Blue,36,3,1,2,2363.0,494,1869.0,0.736,3887,71,0.651,0.209,0.0
4406,4406,Attrited Customer,48,M,4,Uneducated,Single,$80K - $120K,Silver,43,2,3,4,34516.0,0,34516.0,0.671,1626,28,0.4,0.0,2.0
4408,4408,Existing Customer,33,F,2,High School,Single,$40K - $60K,Blue,28,3,2,3,1438.3,746,692.3,0.913,4415,77,0.878,0.519,0.0
4409,4409,Existing Customer,47,F,2,High School,Married,Less than $40K,Blue,34,4,2,4,2730.0,1970,760.0,0.848,3841,69,0.865,0.722,0.0
4410,4410,Existing Customer,55,F,2,High School,Married,Less than $40K,Blue,36,5,1,4,1994.0,1175,819.0,0.794,4455,82,0.547,0.589,0.0
4411,4411,Existing Customer,48,M,3,Uneducated,Married,$80K - $120K,Blue,42,4,3,3,9727.0,1626,8101.0,1.006,3543,62,0.676,0.167,0.0
4412,4412,Existing Customer,41,M,4,Uneducated,Divorced,$60K - $80K,Silver,36,4,2,3,33771.0,0,33771.0,0.791,3819,75,0.829,0.0,0.0
4413,4413,Existing Customer,39,M,0,Doctorate,Single,$60K - $80K,Blue,33,6,2,0,10452.0,1120,9332.0,0.802,3592,79,0.795,0.107,0.0
4415,4415,Existing Customer,46,M,3,Uneducated,Married,$40K - $60K,Blue,36,4,2,4,4707.0,1121,3586.0,0.604,3188,71,0.651,0.238,0.0
4416,4416,Existing Customer,49,F,1,Graduate,Single,Less than $40K,Blue,44,5,2,1,3537.0,0,3537.0,0.763,4726,78,0.814,0.0,0.0
4417,4417,Attrited Customer,46,M,3,Doctorate,Divorced,$80K - $120K,Blue,38,6,3,3,8258.0,1771,6487.0,0.0,1447,23,0.0,0.214,0.0
4418,4418,Existing Customer,46,F,4,Graduate,Married,Less than $40K,Blue,35,6,3,1,3072.0,1611,1461.0,0.682,3992,57,0.727,0.524,0.0
4420,4420,Attrited Customer,52,M,3,Graduate,Married,$120K +,Blue,36,1,2,3,3841.0,2517,1324.0,0.841,2680,51,0.545,0.655,0.0
4421,4421,Existing Customer,37,F,0,Graduate,Divorced,$40K - $60K,Blue,28,4,3,1,1920.0,0,1920.0,0.688,4715,81,0.841,0.0,2.0
4423,4423,Existing Customer,48,F,4,Graduate,Single,Less than $40K,Blue,35,3,2,2,1705.0,1192,513.0,0.763,4862,41,0.242,0.699,0.0
4424,4424,Attrited Customer,52,F,2,Doctorate,Married,$40K - $60K,Blue,43,3,2,4,1822.0,1605,217.0,0.756,2538,39,0.696,0.881,2.0
4426,4426,Existing Customer,40,M,2,High School,Married,$120K +,Blue,27,5,3,1,12248.0,1323,10925.0,0.882,4806,91,0.896,0.108,0.0
4427,4427,Existing Customer,39,F,4,Uneducated,Single,$40K - $60K,Blue,34,4,2,2,10264.0,803,9461.0,0.802,4003,74,0.721,0.078,2.0
4428,4428,Existing Customer,42,M,3,Graduate,Single,$40K - $60K,Silver,36,3,2,3,15069.0,1843,13226.0,0.84,3464,67,0.558,0.122,2.0
4429,4429,Attrited Customer,41,F,4,High School,Divorced,$40K - $60K,Blue,37,3,2,3,4650.0,204,4446.0,0.685,2014,54,0.8,0.044,0.0
4430,4430,Existing Customer,53,F,2,Graduate,Single,Less than $40K,Blue,48,3,2,2,3685.0,0,3685.0,0.762,4012,59,0.639,0.0,0.0
4431,4431,Existing Customer,49,F,2,High School,Divorced,$40K - $60K,Blue,33,4,2,1,7231.0,2517,4714.0,0.865,3912,67,0.763,0.348,0.0
4433,4433,Existing Customer,52,M,4,Uneducated,Married,$60K - $80K,Blue,39,5,1,3,2641.0,1584,1057.0,0.809,4279,67,0.718,0.6,0.0
4434,4434,Existing Customer,29,F,1,High School,Single,Less than $40K,Blue,20,4,2,1,3095.0,1488,1607.0,0.924,4642,92,0.878,0.481,0.0
4435,4435,Attrited Customer,48,F,4,High School,Married,Less than $40K,Blue,37,1,2,3,3607.0,0,3607.0,0.504,2013,35,0.458,0.0,0.0
4438,4438,Attrited Customer,41,M,3,Graduate,Single,$80K - $120K,Blue,37,3,3,3,19402.0,0,19402.0,0.58,1937,51,0.594,0.0,2.0
4439,4439,Existing Customer,45,M,4,Graduate,Single,$80K - $120K,Blue,36,6,3,1,8063.0,1485,6578.0,0.872,4275,77,0.833,0.184,0.0
4442,4442,Existing Customer,43,F,5,Uneducated,Single,Less than $40K,Blue,39,3,2,4,3161.0,2424,737.0,0.617,4307,66,0.784,0.767,0.0
4443,4443,Attrited Customer,38,F,3,Uneducated,Single,$40K - $60K,Blue,30,3,2,3,2435.0,2432,3.0,0.12,1460,32,0.103,0.999,0.0
4445,4445,Attrited Customer,49,F,3,College,Married,Less than $40K,Blue,41,3,3,3,1603.0,749,854.0,0.733,2644,43,0.483,0.467,0.0
4446,4446,Existing Customer,39,F,5,College,Single,Less than $40K,Blue,30,4,1,2,4710.0,1869,2841.0,0.858,4719,91,0.655,0.397,0.0
4448,4448,Existing Customer,38,F,1,High School,Married,Less than $40K,Blue,28,6,4,3,1438.3,0,1438.3,0.767,4815,81,0.653,0.0,2.0
4449,4449,Existing Customer,52,M,2,High School,Married,$60K - $80K,Blue,45,5,1,4,24287.0,1676,22611.0,0.506,5495,69,0.816,0.069,0.0
4450,4450,Existing Customer,42,F,5,Graduate,Married,Less than $40K,Blue,18,6,1,1,1694.0,1074,620.0,0.78,3857,70,0.75,0.634,0.0
4451,4451,Attrited Customer,50,F,1,High School,Single,Less than $40K,Blue,36,4,2,5,1457.0,0,1457.0,0.493,1441,39,0.393,0.0,0.0
4454,4454,Existing Customer,45,M,3,High School,Married,$40K - $60K,Silver,33,3,2,1,16928.0,1519,15409.0,0.894,3355,66,0.886,0.09,0.0
4455,4455,Existing Customer,37,M,2,High School,Single,$40K - $60K,Blue,30,6,3,4,4297.0,0,4297.0,0.797,4310,76,0.767,0.0,0.0
4456,4456,Existing Customer,42,M,3,Uneducated,Single,$60K - $80K,Blue,30,4,2,3,8302.0,1294,7008.0,0.558,3221,66,0.61,0.156,2.0
4458,4458,Existing Customer,40,M,3,Graduate,Divorced,$80K - $120K,Blue,31,4,2,3,27374.0,1509,25865.0,0.803,4231,60,0.714,0.055,2.0
4460,4460,Existing Customer,54,M,3,Doctorate,Single,$60K - $80K,Blue,41,4,2,3,9110.0,0,9110.0,0.662,2999,75,0.786,0.0,0.0
4461,4461,Existing Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,35,4,3,1,1539.0,0,1539.0,0.944,4793,71,0.614,0.0,0.0
4462,4462,Existing Customer,39,F,2,Graduate,Married,$40K - $60K,Blue,36,4,2,4,1947.0,1160,787.0,1.227,4496,71,1.29,0.596,0.0
4464,4464,Existing Customer,54,F,3,College,Single,Less than $40K,Blue,45,5,1,4,3062.0,2039,1023.0,1.057,4037,71,0.821,0.666,0.0
4465,4465,Existing Customer,47,F,3,Post-Graduate,Single,$40K - $60K,Blue,36,6,5,0,3114.0,1059,2055.0,0.78,4342,62,0.771,0.34,0.0
4466,4466,Existing Customer,54,M,1,Uneducated,Single,$60K - $80K,Blue,48,5,2,3,14948.0,2158,12790.0,0.844,3094,56,1.0,0.144,0.0
4469,4469,Existing Customer,46,F,3,College,Single,Less than $40K,Blue,36,5,2,2,2503.0,2373,130.0,0.697,4647,65,0.806,0.948,0.0
4470,4470,Existing Customer,38,F,3,High School,Married,Less than $40K,Blue,31,4,3,2,1854.0,0,1854.0,0.885,5245,89,0.712,0.0,2.0
4471,4471,Existing Customer,43,F,2,Graduate,Married,Less than $40K,Blue,35,3,1,3,4092.0,622,3470.0,0.775,5001,88,0.492,0.152,0.0
4472,4472,Existing Customer,62,M,1,Graduate,Single,$60K - $80K,Blue,54,4,1,4,13284.0,607,12677.0,0.857,4942,76,0.652,0.046,0.0
4473,4473,Existing Customer,59,F,0,Graduate,Single,Less than $40K,Blue,53,6,3,4,4830.0,1469,3361.0,0.634,3365,63,0.75,0.304,0.0
4474,4474,Attrited Customer,45,F,2,Graduate,Married,Less than $40K,Blue,25,3,2,3,5911.0,916,4995.0,0.471,1656,31,0.722,0.155,0.0
4476,4476,Existing Customer,43,M,4,Graduate,Single,$60K - $80K,Blue,24,5,3,2,19188.0,0,19188.0,0.453,4366,69,0.816,0.0,0.0
4478,4478,Existing Customer,50,F,2,Uneducated,Single,Less than $40K,Blue,37,6,5,2,1438.3,754,684.3,0.74,4457,69,0.683,0.524,0.0
4479,4479,Existing Customer,31,F,0,High School,Married,Less than $40K,Blue,13,5,2,3,3201.0,984,2217.0,0.639,5155,77,0.925,0.307,0.0
4480,4480,Existing Customer,50,F,4,High School,Married,$40K - $60K,Blue,36,6,1,1,1479.0,1004,475.0,0.827,5116,75,0.974,0.679,0.0
4481,4481,Existing Customer,38,F,4,Graduate,Married,Less than $40K,Blue,30,5,1,2,3144.0,2216,928.0,0.741,4717,75,0.562,0.705,2.0
4482,4482,Existing Customer,58,M,1,College,Single,$80K - $120K,Blue,45,5,3,4,1854.0,1480,374.0,0.853,3292,73,0.921,0.798,2.0
4485,4485,Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,39,3,3,2,3144.0,0,3144.0,0.561,3774,80,0.818,0.0,0.0
4486,4486,Attrited Customer,47,M,2,Graduate,Married,$40K - $60K,Blue,42,6,3,3,4738.0,0,4738.0,0.641,1900,36,0.5,0.0,2.0
4489,4489,Attrited Customer,43,M,2,College,Divorced,$120K +,Blue,37,4,1,2,34516.0,0,34516.0,0.536,1370,38,0.357,0.0,2.0
4490,4490,Existing Customer,32,F,0,Uneducated,Married,Less than $40K,Blue,23,5,2,4,2156.0,1114,1042.0,0.603,4106,66,0.833,0.517,0.0
4491,4491,Existing Customer,63,F,0,College,Single,Less than $40K,Blue,44,3,4,2,1938.0,0,1938.0,0.536,3974,56,0.931,0.0,0.0
4492,4492,Existing Customer,61,F,1,Graduate,Single,Less than $40K,Blue,52,3,3,1,1438.3,0,1438.3,0.925,3560,67,0.861,0.0,2.0
4494,4494,Existing Customer,48,M,3,High School,Married,$60K - $80K,Gold,37,6,2,0,34516.0,1948,32568.0,0.666,4539,75,0.705,0.056,0.0
4495,4495,Existing Customer,49,M,1,High School,Single,$120K +,Blue,44,6,2,3,1438.3,1058,380.3,0.56,4109,72,0.8,0.736,2.0
4496,4496,Attrited Customer,49,M,3,Graduate,Single,$80K - $120K,Blue,36,3,2,1,3261.0,0,3261.0,1.012,3081,50,0.667,0.0,0.0
4497,4497,Existing Customer,35,F,3,Graduate,Single,Less than $40K,Blue,23,6,3,1,2211.0,1370,841.0,0.781,4359,79,0.927,0.62,2.0
4500,4500,Existing Customer,53,F,3,Doctorate,Married,Less than $40K,Blue,33,6,2,1,2255.0,1647,608.0,0.848,4270,76,0.767,0.73,2.0
4501,4501,Existing Customer,51,M,3,Uneducated,Married,$80K - $120K,Blue,42,5,1,3,1507.0,961,546.0,0.678,4126,90,0.667,0.638,0.0
4506,4506,Existing Customer,43,F,2,Uneducated,Single,Less than $40K,Blue,36,5,2,4,1736.0,1513,223.0,0.829,3462,67,0.558,0.872,2.0
4507,4507,Existing Customer,51,M,3,College,Married,$80K - $120K,Blue,34,5,2,4,1864.0,1427,437.0,0.725,3833,73,0.587,0.766,0.0
4508,4508,Existing Customer,43,F,2,High School,Single,Less than $40K,Blue,37,4,3,0,6611.0,1041,5570.0,0.744,4037,74,0.682,0.157,2.0
4510,4510,Attrited Customer,49,M,3,Post-Graduate,Married,$80K - $120K,Blue,36,3,3,2,13382.0,1159,12223.0,0.404,1828,45,0.5,0.087,0.0
4512,4512,Existing Customer,39,F,3,Graduate,Single,Less than $40K,Blue,36,4,3,4,2650.0,1646,1004.0,0.747,4512,80,0.509,0.621,0.0
